Permalink,Listing Categories,List Subcategories,Listing Tags
https://marketplace.bamboohr.com/listings/payfactors/,Compensation & Benefits,Compensation Software,Industry Served>Construction|Industry Served>Consulting|Listing Type>Direct Integration|Industry Served>Finance|Discover Apps>Free|Discover Apps>Free Trial Available|Industry Served>Government & Education|Industry Served>Healthcare|Business Size>Large (500+ EEs)|Industry Served>Manufacturing|Industry Served>Marketing & Advertising|Business Size>Medium (201-500 EEs)|Industry Served>Non-Profit & Social Services|Data Flow>One-way|Industry Served>Other|Industry Served>Restaurant & Hospitality|Industry Served>Retail|Business Size>Small (26-200 EEs)|Staff Picks|Industry Served>Technology & Software|Business Size>Very Small (1-25 EEs)
https://marketplace.bamboohr.com/listings/payfit/,Compensation & Benefits,Payroll,Listing Type>Direct Integration|Discover Apps>Free Trial Available|Business Size>Medium (201-500 EEs)|Data Flow>One-way|Business Size>Small (26-200 EEs)|Business Size>Very Small (1-25 EEs)
https://marketplace.bamboohr.com/listings/payroll/,Compensation & Benefits,Payroll,Listing Type>BambooHR Product|Industry Served>Construction|Industry Served>Consulting|Listing Type>Direct Integration|Industry Served>Finance|Industry Served>Government & Education|Industry Served>Healthcare|Industry Served>Manufacturing|Industry Served>Marketing & Advertising|Business Size>Medium (201-500 EEs)|Industry Served>Non-Profit & Social Services|Industry Served>Other|Discover Apps>Preferred Integrations|Industry Served>Restaurant & Hospitality|Industry Served>Retail|Business Size>Small (26-200 EEs)|Discover Apps>SSO Included|Staff Picks|Industry Served>Technology & Software|Data Flow>Two-way|Location Restrictions>United States Only|Business Size>Very Small (1-25 EEs)
https://marketplace.bamboohr.com/listings/payscale/,Compensation & Benefits,Compensation Software,Listing Type>Direct Integration|Business Size>Large (500+ EEs)|Business Size>Medium (201-500 EEs)|Data Flow>One-way|Business Size>Small (26-200 EEs)
https://marketplace.bamboohr.com/listings/peakon/,People & Culture,Engagement & Culture,Listing Type>Direct Integration|Discover Apps>Free Trial Available|Business Size>Medium (201-500 EEs)|Data Flow>One-way|Business Size>Small (26-200 EEs)
https://marketplace.bamboohr.com/listings/pento/,Compensation & Benefits,Payroll,Business Size>Large (500+ EEs)|Business Size>Medium (201-500 EEs)|Business Size>Small (26-200 EEs)
https://marketplace.bamboohr.com/listings/performancepro/,People & Culture,Performance,Listing Type>Direct Integration|Industry Served>Finance|Discover Apps>Free Trial Available|Business Size>Large (500+ EEs)|Business Size>Medium (201-500 EEs)|Data Flow>One-way
https://marketplace.bamboohr.com/listings/performyard/,People & Culture,Performance,Listing Type>Direct Integration|Business Size>Medium (201-500 EEs)|Data Flow>One-way|Business Size>Small (26-200 EEs)
https://marketplace.bamboohr.com/listings/pingboard/,Build Your Business,Planning & Charting,Industry Served>Construction|Industry Served>Consulting|Listing Type>Direct Integration|Industry Served>Finance|Discover Apps>Free Trial Available|Industry Served>Government & Education|Industry Served>Healthcare|Industry Served>Manufacturing|Industry Served>Marketing & Advertising|Business Size>Medium (201-500 EEs)|Industry Served>Non-Profit & Social Services|Data Flow>One-way|Industry Served>Other|Discover Apps>Preferred Integrations|Industry Served>Restaurant & Hospitality|Industry Served>Retail|Business Size>Small (26-200 EEs)|Industry Served>Technology & Software
https://marketplace.bamboohr.com/listings/plansource/,Compensation & Benefits,Benefits Administration,Listing Type>Direct Integration|Discover Apps>Free Trial Available|Business Size>Large (500+ EEs)|Business Size>Medium (201-500 EEs)|Data Flow>One-way|Business Size>Small (26-200 EEs)|Discover Apps>SSO Included|Location Restrictions>United States Only
https://marketplace.bamboohr.com/listings/primalogik/,People & Culture,Performance,Listing Type>Direct Integration|Discover Apps>Free Trial Available|Data Flow>One-way|Business Size>Small (26-200 EEs)
https://marketplace.bamboohr.com/listings/pto-by-roots/,Compensation & Benefits,Time Tracking & Scheduling,Listing Type>Direct Integration|Business Size>Large (500+ EEs)|Business Size>Medium (201-500 EEs)|Data Flow>One-way|Business Size>Small (26-200 EEs)|Data Flow>Two-way|Business Size>Very Small (1-25 EEs)
https://marketplace.bamboohr.com/listings/pyn/,Build Your Business,Communication,Business Size>Large (500+ EEs)|Business Size>Medium (201-500 EEs)|Business Size>Small (26-200 EEs)
https://marketplace.bamboohr.com/listings/qualified/,Hiring & Onboarding,Assessments,Listing Type>Direct Integration|Discover Apps>Free Trial Available|Business Size>Large (500+ EEs)|Business Size>Medium (201-500 EEs)|Business Size>Small (26-200 EEs)|Data Flow>Two-way
https://marketplace.bamboohr.com/listings/remote/,Compensation & Benefits,Global Payroll,Service Providers>PEO|Build Your Business>Risk Management and Compliance|Build Your Business>Safety & Compliance|Listing Type>Direct Integration|Business Size>Medium (201-500 EEs)|Business Size>Small (26-200 EEs)|Data Flow>Two-way|Business Size>Very Small (1-25 EEs)
https://marketplace.bamboohr.com/listings/retrotax/,Build Your Business,Tax Credits,Industry Served>Construction|Industry Served>Consulting|Listing Type>Direct Integration|Industry Served>Finance|Industry Served>Government & Education|Industry Served>Healthcare|Business Size>Large (500+ EEs)|Industry Served>Manufacturing|Industry Served>Marketing & Advertising|Business Size>Medium (201-500 EEs)|Industry Served>Non-Profit & Social Services|Data Flow>One-way|Industry Served>Other|Discover Apps>Preferred Integrations|Industry Served>Restaurant & Hospitality|Industry Served>Retail|Business Size>Small (26-200 EEs)|Industry Served>Technology & Software|Location Restrictions>United States Only
https://marketplace.bamboohr.com/listings/reward-gateway/,People & Culture,Recognition & Rewards,Listing Type>Direct Integration|Business Size>Large (500+ EEs)|Business Size>Medium (201-500 EEs)|Data Flow>One-way|Discover Apps>Preferred Integrations|Business Size>Small (26-200 EEs)
https://marketplace.bamboohr.com/listings/rydoo/,Build Your Business,Travel & Expense Management,Industry Served>Construction|Industry Served>Consulting|Listing Type>Direct Integration|Industry Served>Finance|Industry Served>Government & Education|Industry Served>Healthcare|Business Size>Large (500+ EEs)|Industry Served>Manufacturing|Industry Served>Marketing & Advertising|Business Size>Medium (201-500 EEs)|Industry Served>Non-Profit & Social Services|Industry Served>Other|Discover Apps>Preferred Integrations|Industry Served>Restaurant & Hospitality|Industry Served>Retail|Business Size>Small (26-200 EEs)|Staff Picks|Industry Served>Technology & Software|Data Flow>Two-way|Business Size>Very Small (1-25 EEs)
https://marketplace.bamboohr.com/listings/saml/,Build Your Business,Identity Management,Discover Apps>Free|Business Size>Large (500+ EEs)|Business Size>Medium (201-500 EEs)|Discover Apps>Preferred Integrations|Business Size>Small (26-200 EEs)|Discover Apps>SSO Included|Staff Picks|Industry Served>Technology & Software|Business Size>Very Small (1-25 EEs)
https://marketplace.bamboohr.com/listings/self-management-group/,Hiring & Onboarding,Assessments,Listing Type>Direct Integration|Industry Served>Healthcare|Business Size>Large (500+ EEs)|Business Size>Medium (201-500 EEs)|Business Size>Small (26-200 EEs)|Data Flow>Two-way|Business Size>Very Small (1-25 EEs)
https://marketplace.bamboohr.com/listings/slack/,Build Your Business,Communication,Listing Type>BambooHR Product|Discover Apps>Free|Business Size>Large (500+ EEs)|Business Size>Medium (201-500 EEs)|Discover Apps>Preferred Integrations|Business Size>Small (26-200 EEs)|Staff Picks|Data Flow>Two-way|Business Size>Very Small (1-25 EEs)
https://marketplace.bamboohr.com/listings/small-improvements/,People & Culture,Performance,Listing Type>Direct Integration|Business Size>Medium (201-500 EEs)|Data Flow>One-way|Discover Apps>Preferred Integrations
https://marketplace.bamboohr.com/listings/smartrecruiters/,Hiring & Onboarding,Applicant Tracking Systems,Listing Type>Direct Integration|Discover Apps>Free Trial Available|Business Size>Large (500+ EEs)|Business Size>Medium (201-500 EEs)|Data Flow>Two-way
https://marketplace.bamboohr.com/listings/spark-hire/,Hiring & Onboarding,Video Interviews,Business Size>Large (500+ EEs)|Business Size>Medium (201-500 EEs)|Business Size>Small (26-200 EEs)|Business Size>Very Small (1-25 EEs)
https://marketplace.bamboohr.com/listings/stratustime-2/,Compensation & Benefits,Time Tracking & Scheduling,Listing Type>Direct Integration|Discover Apps>Free Trial Available|Business Size>Large (500+ EEs)|Business Size>Medium (201-500 EEs)|Business Size>Small (26-200 EEs)|Data Flow>Two-way
https://marketplace.bamboohr.com/listings/swipeclock/,Compensation & Benefits,Time Tracking & Scheduling,Industry Served>Construction|Listing Type>Direct Integration|Industry Served>Manufacturing|Business Size>Medium (201-500 EEs)|Data Flow>One-way|Industry Served>Restaurant & Hospitality|Industry Served>Retail|Business Size>Small (26-200 EEs)|Discover Apps>SSO Included|Business Size>Very Small (1-25 EEs)
https://marketplace.bamboohr.com/listings/synerion-agile-workforce/,Compensation & Benefits,Time Tracking & Scheduling,Business Size>Medium (201-500 EEs)|Business Size>Small (26-200 EEs)
https://marketplace.bamboohr.com/listings/talentlms/,People & Culture,Learning & Training,Business Size>Large (500+ EEs)|Business Size>Medium (201-500 EEs)|Discover Apps>Preferred Integrations|Business Size>Small (26-200 EEs)|Data Flow>Two-way
https://marketplace.bamboohr.com/listings/tazworks-software/,Hiring & Onboarding,Background Checks,Listing Type>Direct Integration|Business Size>Large (500+ EEs)|Business Size>Medium (201-500 EEs)|Business Size>Small (26-200 EEs)|Data Flow>Two-way|Business Size>Very Small (1-25 EEs)
https://marketplace.bamboohr.com/listings/teamatics/,People & Culture,Employee Development,Listing Type>Direct Integration|Discover Apps>Free Trial Available|Business Size>Large (500+ EEs)|Business Size>Medium (201-500 EEs)|Data Flow>One-way|Business Size>Small (26-200 EEs)|Discover Apps>SSO Included
https://marketplace.bamboohr.com/listings/timerewards/,Compensation & Benefits,Time Tracking & Scheduling,Build Your Business>Travel & Expense Management|Listing Type>Direct Integration|Discover Apps>Free Trial Available|Business Size>Medium (201-500 EEs)|Data Flow>One-way|Business Size>Small (26-200 EEs)|Business Size>Very Small (1-25 EEs)
https://marketplace.bamboohr.com/listings/traliant/,People & Culture,Learning & Training,Business Size>Medium (201-500 EEs)|Data Flow>One-way|Business Size>Small (26-200 EEs)|Business Size>Very Small (1-25 EEs)
https://marketplace.bamboohr.com/listings/travelperk/,Build Your Business,Travel & Expense Management,Industry Served>Construction|Industry Served>Consulting|Listing Type>Direct Integration|Industry Served>Finance|Industry Served>Government & Education|Industry Served>Healthcare|Business Size>Large (500+ EEs)|Industry Served>Manufacturing|Industry Served>Marketing & Advertising|Business Size>Medium (201-500 EEs)|Industry Served>Non-Profit & Social Services|Data Flow>One-way|Industry Served>Other|Discover Apps>Preferred Integrations|Industry Served>Restaurant & Hospitality|Industry Served>Retail|Business Size>Small (26-200 EEs)|Staff Picks|Industry Served>Technology & Software|Business Size>Very Small (1-25 EEs)
https://marketplace.bamboohr.com/listings/travitor/,People & Culture,Learning & Training,Business Size>Medium (201-500 EEs)|Data Flow>One-way|Business Size>Small (26-200 EEs)|Business Size>Very Small (1-25 EEs)
https://marketplace.bamboohr.com/listings/truework-covid-19-employee-management-tool/,Build Your Business,Employee Safety,Industry Served>Construction|Industry Served>Consulting|Industry Served>Finance|Discover Apps>Free|Industry Served>Government & Education|Industry Served>Healthcare|Business Size>Large (500+ EEs)|Industry Served>Manufacturing|Industry Served>Marketing & Advertising|Business Size>Medium (201-500 EEs)|Industry Served>Non-Profit & Social Services|Industry Served>Other|Discover Apps>Preferred Integrations|Industry Served>Restaurant & Hospitality|Industry Served>Retail|Business Size>Small (26-200 EEs)|Staff Picks|Industry Served>Technology & Software|Business Size>Very Small (1-25 EEs)
https://marketplace.bamboohr.com/listings/truework/,Build Your Business,Employment Verification,Industry Served>Construction|Industry Served>Consulting|Listing Type>Direct Integration|Industry Served>Finance|Discover Apps>Free|Industry Served>Government & Education|Industry Served>Healthcare|Business Size>Large (500+ EEs)|Industry Served>Manufacturing|Industry Served>Marketing & Advertising|Business Size>Medium (201-500 EEs)|Industry Served>Non-Profit & Social Services|Industry Served>Other|Discover Apps>Preferred Integrations|Industry Served>Restaurant & Hospitality|Industry Served>Retail|Business Size>Small (26-200 EEs)|Staff Picks|Industry Served>Technology & Software
https://marketplace.bamboohr.com/listings/universal-background-screening/,Hiring & Onboarding,Background Checks,Listing Type>Direct Integration|Business Size>Large (500+ EEs)|Business Size>Medium (201-500 EEs)|Business Size>Small (26-200 EEs)|Data Flow>Two-way|Location Restrictions>United States Only|Business Size>Very Small (1-25 EEs)
https://marketplace.bamboohr.com/listings/verified-first/,Hiring & Onboarding,Background Checks,Business Size>Medium (201-500 EEs)|Business Size>Small (26-200 EEs)
https://marketplace.bamboohr.com/listings/workable/,Hiring & Onboarding,Applicant Tracking Systems,Listing Type>Direct Integration|Discover Apps>Free Trial Available|Business Size>Medium (201-500 EEs)|Data Flow>One-way|Discover Apps>Preferred Integrations|Business Size>Small (26-200 EEs)|Business Size>Very Small (1-25 EEs)
https://marketplace.bamboohr.com/listings/workramp/,People & Culture,Learning & Training,Business Size>Medium (201-500 EEs)|Business Size>Small (26-200 EEs)
https://marketplace.bamboohr.com/listings/wotc/,Build Your Business,Tax Credits,Industry Served>Construction|Industry Served>Consulting|Listing Type>Direct Integration|Industry Served>Finance|Industry Served>Government & Education|Industry Served>Healthcare|Business Size>Large (500+ EEs)|Industry Served>Manufacturing|Industry Served>Marketing & Advertising|Business Size>Medium (201-500 EEs)|Industry Served>Non-Profit & Social Services|Data Flow>One-way|Industry Served>Other|Discover Apps>Preferred Integrations|Industry Served>Restaurant & Hospitality|Industry Served>Retail|Industry Served>Technology & Software|Location Restrictions>United States Only
https://marketplace.bamboohr.com/listings/ximble/,Compensation & Benefits,Time Tracking & Scheduling,Listing Type>Direct Integration|Discover Apps>Free Trial Available|Business Size>Medium (201-500 EEs)|Discover Apps>Preferred Integrations|Business Size>Small (26-200 EEs)|Data Flow>Two-way
https://marketplace.bamboohr.com/listings/zapier/,Build Your Business,Integration Platforms,Industry Served>Construction|Industry Served>Consulting|Listing Type>Direct Integration|Industry Served>Finance|Industry Served>Government & Education|Industry Served>Healthcare|Business Size>Large (500+ EEs)|Industry Served>Manufacturing|Industry Served>Marketing & Advertising|Business Size>Medium (201-500 EEs)|Industry Served>Non-Profit & Social Services|Data Flow>One-way|Industry Served>Other|Discover Apps>Preferred Integrations|Industry Served>Restaurant & Hospitality|Industry Served>Retail|Business Size>Small (26-200 EEs)|Staff Picks|Industry Served>Technology & Software|Data Flow>Two-way|Business Size>Very Small (1-25 EEs)
